account_id,customer_id,account_type,account_status,account_balance,open_date,branch_id
ACC0001232,CUST002602,Line of Credit,Active,7344.26,2023-02-26,BR0066
ACC0001233,CUST003634,Savings,Active,9752.31,2025-01-23,BR0022
ACC0001234,CUST003551,Line of Credit,Dormant,7718.24,2022-07-27,BR0029
ACC0001235,CUST000595,Savings,Active,10095.75,2018-06-13,BR0001
ACC0001236,CUST000025,Chequing,Active,5671.35,2021-02-07,BR0055
ACC0001237,CUST003905,Chequing,Active,7865.18,2022-04-07,BR0011
ACC0001238,CUST003642,Chequing,Active,9889.42,2022-01-15,BR0037
ACC0001239,CUST002267,Savings,Active,5014.69,2024-05-27,BR0032
ACC0001240,CUST003480,Savings,Active,3753.17,2019-08-20,BR0063
ACC0001241,CUST004825,Line of Credit,Active,4370.53,2024-12-28,BR0039
ACC0001242,CUST003299,Chequing,Active,6197.79,2024-07-20,BR0096
ACC0001243,CUST002808,Savings,Active,6728.21,2018-07-12,BR0054
ACC0001244,CUST004884,Chequing,Dormant,8135.91,2023-08-20,BR0009
ACC0001245,CUST004268,Chequing,Active,4087.73,2018-05-21,BR0096
ACC0001246,CUST002200,Chequing,Active,10054.75,2022-02-07,BR0005
ACC0001247,CUST001570,Savings,Active,17197.19,2020-02-05,BR0028
ACC0001248,CUST003868,Chequing,Active,4554.15,2025-03-27,BR0065
ACC0001249,CUST002107,Line of Credit,Active,22526.47,2020-06-26,BR0054
ACC0001250,CUST000178,Savings,Active,18486.38,2022-09-18,BR0083
ACC0001251,CUST000143,Savings,Active,6715.29,2022-12-13,BR0066
ACC0001252,CUST003927,Savings,Active,6083.83,2019-10-15,BR0006
ACC0001253,CUST000249,Line of Credit,Closed,4329.25,2025-09-26,BR0065
ACC0001254,CUST004954,Chequing,Active,10909.12,2019-10-04,BR0054
ACC0001255,CUST002281,Savings,Active,6992.05,2024-05-14,BR0040
ACC0001256,CUST004611,Savings,Closed,7441.99,2020-04-23,BR0022
ACC0001257,CUST003903,Savings,Active,3807.85,2018-09-04,BR0028
ACC0001258,CUST000347,Savings,Dormant,11085.64,2025-02-24,BR0039
ACC0001259,CUST000676,Savings,Active,5786.65,2019-04-16,BR0014
ACC0001260,CUST002995,Savings,Active,3221.33,2019-10-01,BR0100
ACC0001261,CUST003272,Line of Credit,Active,6395.95,2024-07-20,BR0028
ACC0001262,CUST003557,Savings,Active,3976.98,2025-07-20,BR0059
ACC0001263,CUST003292,Chequing,Active,13956.81,2026-03-25,BR0022
ACC0001264,CUST003654,Line of Credit,Active,18352.01,2023-06-27,BR0083
ACC0001265,CUST000510,Savings,Active,6508.14,2020-07-07,BR0085
ACC0001266,CUST003180,Chequing,Active,12090.14,2021-05-19,BR0022
ACC0001267,CUST002188,Savings,Active,11921.27,2020-03-20,BR0079
ACC0001268,CUST000993,Savings,Active,417.03,2022-06-20,BR0031
ACC0001269,CUST002247,Savings,Active,4375.02,2019-05-25,BR0083
ACC0001270,CUST001410,Savings,Active,7178.28,2026-05-15,BR0012
ACC0001271,CUST001145,Chequing,Active,5098.36,2020-10-04,BR0075
ACC0001272,CUST002872,Savings,Active,4151.46,2020-07-04,BR0016
ACC0001273,CUST003772,Chequing,Active,12373.28,2018-08-31,BR0030
ACC0001274,CUST000579,Line of Credit,Active,4970.62,2019-12-25,BR0027
ACC0001275,CUST002326,Chequing,Active,8148.57,2024-07-19,BR0012
ACC0001276,CUST000595,Savings,Active,11767.72,2019-04-17,BR0084
ACC0001277,CUST003478,Chequing,Active,14417.94,2021-10-02,BR0061
ACC0001278,CUST000547,Savings,Active,3232.7,2024-09-20,BR0004
ACC0001279,CUST003155,Line of Credit,Active,3432.96,2021-06-11,BR0087
ACC0001280,CUST004544,Savings,Active,7623.27,2019-08-28,BR0058
ACC0001281,CUST000792,Savings,Active,1459.29,2021-07-07,BR0053
ACC0001282,CUST000319,Line of Credit,Active,3549.87,2019-12-05,BR0066
ACC0001283,CUST003197,Savings,Active,13140.38,2018-11-06,BR0003
ACC0001284,CUST000241,Chequing,Active,9611.3,2023-09-05,BR0026
ACC0001285,CUST000322,Chequing,Active,6197.74,2019-07-07,BR0002
ACC0001286,CUST001460,Savings,Active,8798.14,2025-06-01,BR0008
ACC0001287,CUST004582,Line of Credit,Active,9992.72,2019-11-02,BR0084
ACC0001288,CUST001730,Line of Credit,Closed,2480.03,2025-10-27,BR0016
ACC0001289,CUST002830,Savings,Active,4913.94,2022-11-04,BR0051
ACC0001290,CUST001391,Savings,Active,14140.27,2022-09-22,BR0076
ACC0001291,CUST003062,Chequing,Active,7703.34,2022-09-22,BR0027
ACC0001292,CUST004941,Line of Credit,Dormant,7974.41,2022-06-26,BR0038
ACC0001293,CUST003687,Savings,Active,6518.44,2026-04-18,BR0074
ACC0001294,CUST002191,Chequing,Active,1791.17,2022-02-02,BR0029
ACC0001295,CUST000858,Line of Credit,Active,4506.06,2019-12-28,BR0007
ACC0001296,CUST002011,Savings,Active,8493.84,2018-09-05,BR0075
ACC0001297,CUST000486,Savings,Active,4988.75,2024-08-16,BR0035
ACC0001298,CUST004483,Chequing,Active,3314.71,2019-12-11,BR0088
ACC0001299,CUST001092,Line of Credit,Active,3624.88,2023-06-26,BR0024
ACC0001300,CUST004250,Savings,Active,14302.78,2020-11-19,BR0054
ACC0001301,CUST002634,Chequing,Closed,4817.23,2025-01-25,BR0095
ACC0001302,CUST002461,Chequing,Active,12730.36,2025-12-04,BR0003
ACC0001303,CUST004082,Line of Credit,Active,7996.18,2024-04-15,BR0016
ACC0001304,CUST000196,Savings,Active,5767.16,2024-07-22,BR0049
ACC0001305,CUST003938,Savings,Active,4021.38,2021-08-06,BR0031
ACC0001306,CUST004705,Chequing,Active,9759.59,2025-08-02,BR0004
ACC0001307,CUST002370,Line of Credit,Active,11865.64,2018-06-01,BR0009
ACC0001308,CUST000276,Line of Credit,Active,10298.55,2024-12-04,BR0065
ACC0001309,CUST003266,Line of Credit,Active,2674.47,2019-05-07,BR0078
ACC0001310,CUST001463,Chequing,Active,4808.62,2018-06-02,BR0096
ACC0001311,CUST003152,Chequing,Active,5186.0,2018-10-18,BR0013
ACC0001312,CUST002171,Savings,Active,1515.34,2019-04-15,BR0067
ACC0001313,CUST004216,Chequing,Active,8747.25,2023-07-07,BR0070
ACC0001314,CUST000826,Savings,Active,9475.47,2021-07-14,BR0036
ACC0001315,CUST001084,Savings,Active,9287.38,2024-03-05,BR0079
ACC0001316,CUST003495,Line of Credit,Active,8422.52,2022-06-06,BR0077
ACC0001317,CUST000890,Savings,Active,5469.91,2025-07-28,BR0049
ACC0001318,CUST000706,Chequing,Active,3916.46,2023-02-19,BR0092
ACC0001319,CUST004216,Line of Credit,Active,5457.73,2025-07-29,BR0096
ACC0001320,CUST004684,Savings,Active,8034.05,2025-02-22,BR0034
ACC0001321,CUST003125,Chequing,Active,13394.65,2026-03-11,BR0094
ACC0001322,CUST000946,Line of Credit,Active,6990.23,2023-12-16,BR0064
ACC0001323,CUST000930,Line of Credit,Active,6848.17,2019-09-23,BR0025
ACC0001324,CUST001213,Savings,Active,1629.76,2022-04-02,BR0018
ACC0001325,CUST003372,Line of Credit,Active,8347.87,2026-03-30,BR0057
ACC0001326,CUST002422,Line of Credit,Active,13939.67,2025-11-18,BR0013
ACC0001327,CUST002242,Line of Credit,Active,6228.13,2021-08-27,BR0086
ACC0001328,CUST002080,Savings,Active,5943.02,2021-08-01,BR0073
ACC0001329,CUST000100,Chequing,Active,5248.19,2021-08-04,BR0052
ACC0001330,CUST003435,Line of Credit,Active,9949.33,2022-06-01,BR0006
ACC0001331,CUST001032,Line of Credit,Active,1567.92,2025-07-20,BR0095
ACC0001332,CUST004148,Line of Credit,Active,12737.42,2024-12-30,BR0077
ACC0001333,CUST002133,Savings,Active,5782.43,2024-12-27,BR0031
ACC0001334,CUST002724,Chequing,Dormant,8436.62,2023-07-08,BR0068
ACC0001335,CUST004331,Line of Credit,Active,10396.04,2019-03-07,BR0013
ACC0001336,CUST003297,Chequing,Active,3594.59,2024-10-16,BR0073
ACC0001337,CUST000518,Line of Credit,Active,6585.68,2022-01-11,BR0066
ACC0001338,CUST003155,Chequing,Active,5705.04,2024-09-20,BR0039
ACC0001339,CUST001874,Line of Credit,Active,3025.66,2020-07-17,BR0015
ACC0001340,CUST002897,Line of Credit,Active,11812.77,2019-02-25,BR0025
ACC0001341,CUST001240,Savings,Dormant,5420.47,2018-12-05,BR0089
ACC0001342,CUST001539,Line of Credit,Active,2937.91,2025-06-16,BR0042
ACC0001343,CUST004848,Savings,Dormant,6830.12,2019-12-23,BR0051
ACC0001344,CUST004474,Line of Credit,Active,2381.6,2020-11-04,BR0017
ACC0001345,CUST004814,Line of Credit,Active,4989.79,2021-06-08,BR0022
ACC0001346,CUST003318,Chequing,Active,7940.16,2020-08-03,BR0064
ACC0001347,CUST000172,Line of Credit,Active,2199.51,2022-07-18,BR0018
ACC0001348,CUST004522,Savings,Active,9588.11,2024-03-11,BR0017
ACC0001349,CUST000144,Line of Credit,Closed,7045.83,2021-03-11,BR0015
ACC0001350,CUST001954,Savings,Active,10429.98,2024-01-09,BR0071
ACC0001351,CUST004460,Savings,Active,10364.23,2022-10-29,BR0067
ACC0001352,CUST001557,Line of Credit,Active,4879.75,2023-07-07,BR0031
ACC0001353,CUST002632,Line of Credit,Active,4966.16,2020-11-13,BR0085
ACC0001354,CUST001438,Line of Credit,Active,8801.59,2020-12-19,BR0060
ACC0001355,CUST004732,Chequing,Active,3218.1,2022-05-27,BR0007
ACC0001356,CUST004735,Savings,Active,3233.03,2023-08-24,BR0019
ACC0001357,CUST003168,Chequing,Active,4452.4,2022-02-23,BR0034
ACC0001358,CUST002755,Savings,Active,2538.86,2021-01-09,BR0097
ACC0001359,CUST002504,Savings,Active,2914.22,2021-06-11,BR0050
ACC0001360,CUST003809,Line of Credit,Active,2983.64,2021-12-18,BR0096
ACC0001361,CUST002009,Savings,Active,5432.9,2020-06-08,BR0019
ACC0001362,CUST000289,Line of Credit,Active,5277.01,2021-02-23,BR0007
ACC0001363,CUST002472,Line of Credit,Active,11334.92,2020-07-24,BR0027
ACC0001364,CUST001482,Chequing,Active,5494.0,2018-10-06,BR0097
ACC0001365,CUST002947,Line of Credit,Active,6284.96,2020-11-04,BR0011
ACC0001366,CUST002516,Line of Credit,Active,16519.43,2022-08-13,BR0031
ACC0001367,CUST002509,Line of Credit,Active,1059.25,2025-11-12,BR0074
ACC0001368,CUST004717,Line of Credit,Active,7496.64,2018-05-20,BR0054
ACC0001369,CUST002123,Savings,Active,5787.82,2018-11-16,BR0085
ACC0001370,CUST000103,Savings,Active,7947.32,2021-02-18,BR0003
ACC0001371,CUST003634,Line of Credit,Active,4635.71,2024-02-27,BR0035
ACC0001372,CUST004112,Savings,Active,5472.07,2025-12-15,BR0003
ACC0001373,CUST001466,Line of Credit,Dormant,13047.08,2025-10-25,BR0077
ACC0001374,CUST003373,Savings,Active,8731.73,2020-01-09,BR0005
ACC0001375,CUST002345,Chequing,Active,5644.63,2018-09-30,BR0050
ACC0001376,CUST004201,Savings,Active,3979.17,2021-07-15,BR0026
ACC0001377,CUST002860,Savings,Active,3210.01,2026-04-28,BR0067
ACC0001378,CUST004753,Savings,Active,4825.81,2025-03-22,BR0083
ACC0001379,CUST004154,Line of Credit,Active,5959.93,2025-07-02,BR0056
ACC0001380,CUST002483,Savings,Active,16484.86,2019-09-08,BR0086
ACC0001381,CUST001840,Line of Credit,Active,7176.57,2024-11-30,BR0010
ACC0001382,CUST003236,Chequing,Active,4296.55,2019-09-08,BR0074
ACC0001383,CUST002781,Line of Credit,Active,1063.65,2024-08-02,BR0036
ACC0001384,CUST001107,Line of Credit,Active,3904.02,2019-02-08,BR0069
ACC0001385,CUST000549,Line of Credit,Active,4830.01,2023-08-21,BR0008
ACC0001386,CUST000452,Chequing,Active,7593.31,2022-05-14,BR0031
ACC0001387,CUST003960,Chequing,Dormant,4943.58,2023-03-20,BR0022
ACC0001388,CUST001335,Savings,Active,16915.66,2025-11-18,BR0094
ACC0001389,CUST001985,Savings,Active,5707.03,2023-04-28,BR0036
ACC0001390,CUST001817,Chequing,Active,11552.97,2024-12-12,BR0059
ACC0001391,CUST004454,Line of Credit,Active,2062.1,2020-12-20,BR0033
ACC0001392,CUST004808,Chequing,Active,6372.64,2024-10-11,BR0063
ACC0001393,CUST003753,Line of Credit,Active,3931.42,2026-03-13,BR0087
ACC0001394,CUST001099,Chequing,Dormant,11733.78,2025-11-22,BR0031
ACC0001395,CUST000841,Savings,Active,5151.75,2020-08-20,BR0100
ACC0001396,CUST003687,Savings,Active,13252.5,2025-07-14,BR0064
ACC0001397,CUST001800,Line of Credit,Active,9514.38,2024-11-27,BR0083
ACC0001398,CUST000296,Savings,Active,4731.85,2025-08-05,BR0087
ACC0001399,CUST003974,Line of Credit,Active,3168.75,2020-09-05,BR0071
ACC0001400,CUST004509,Savings,Active,4090.58,2023-07-13,BR0034
ACC0001401,CUST001450,Chequing,Active,5476.13,2020-08-11,BR0016
ACC0001402,CUST000547,Savings,Active,9479.32,2018-10-03,BR0062
ACC0001403,CUST001985,Chequing,Active,6504.99,2025-04-11,BR0091
ACC0001404,CUST004832,Line of Credit,Dormant,10466.99,2021-06-10,BR0045
ACC0001405,CUST003402,Line of Credit,Active,13830.53,2024-06-06,BR0052
ACC0001406,CUST003936,Chequing,Active,6715.21,2022-07-14,BR0096
ACC0001407,CUST003562,Line of Credit,Dormant,3410.74,2021-05-12,BR0054
ACC0001408,CUST001738,Savings,Active,8163.11,2021-12-19,BR0043
ACC0001409,CUST002057,Savings,Active,17956.69,2024-12-02,BR0017
ACC0001410,CUST001705,Chequing,Active,10802.95,2020-07-21,BR0043
ACC0001411,CUST001833,Line of Credit,Active,7804.88,2020-03-08,BR0064
ACC0001412,CUST000299,Savings,Dormant,3713.91,2020-12-14,BR0056
ACC0001413,CUST004214,Chequing,Active,5832.14,2026-03-09,BR0026
ACC0001414,CUST002111,Savings,Dormant,2162.96,2024-06-08,BR0032
ACC0001415,CUST002001,Chequing,Active,3039.14,2021-06-24,BR0071
ACC0001416,CUST000469,Line of Credit,Active,8261.15,2026-04-13,BR0072
ACC0001417,CUST004605,Line of Credit,Closed,1819.76,2021-03-24,BR0091
ACC0001418,CUST000503,Chequing,Active,5307.92,2022-11-29,BR0067
ACC0001419,CUST000324,Line of Credit,Active,2811.91,2021-01-31,BR0025
ACC0001420,CUST004105,Line of Credit,Active,3143.92,2023-02-22,BR0045
ACC0001421,CUST001548,Savings,Active,6789.05,2023-11-29,BR0041
ACC0001422,CUST004849,Savings,Active,4094.27,2022-11-03,BR0091
ACC0001423,CUST003263,Line of Credit,Active,2430.54,2024-03-27,BR0070
ACC0001424,CUST004707,Chequing,Active,4625.67,2022-10-25,BR0021
ACC0001425,CUST003265,Line of Credit,Active,2369.24,2020-12-09,BR0049
ACC0001426,CUST003011,Savings,Active,12795.58,2021-12-02,BR0001
ACC0001427,CUST000092,Line of Credit,Active,9778.54,2023-08-23,BR0060
ACC0001428,CUST002535,Chequing,Active,9753.74,2026-01-25,BR0081
ACC0001429,CUST003556,Line of Credit,Dormant,3840.02,2019-07-08,BR0018
ACC0001430,CUST002197,Line of Credit,Active,8419.28,2020-03-23,BR0090
ACC0001431,CUST002188,Chequing,Active,7383.95,2025-04-11,BR0030
ACC0001432,CUST002018,Line of Credit,Active,4033.55,2018-12-25,BR0060
ACC0001433,CUST002225,Chequing,Active,6258.92,2023-05-25,BR0022
ACC0001434,CUST004328,Savings,Active,2086.19,2019-05-14,BR0064
ACC0001435,CUST002975,Savings,Active,3226.76,2022-09-06,BR0069
ACC0001436,CUST004237,Line of Credit,Active,6154.25,2019-10-22,BR0089
ACC0001437,CUST001024,Line of Credit,Active,4796.8,2022-09-15,BR0034
ACC0001438,CUST003556,Chequing,Active,7994.02,2025-09-20,BR0046
ACC0001439,CUST001346,Savings,Active,4104.77,2019-07-29,BR0044
ACC0001440,CUST000745,Savings,Active,5248.51,2019-03-14,BR0037
ACC0001441,CUST004726,Savings,Active,6469.3,2019-02-06,BR0064
ACC0001442,CUST003102,Chequing,Active,3883.16,2022-06-21,BR0032
ACC0001443,CUST001141,Line of Credit,Closed,5192.46,2024-05-13,BR0082
ACC0001444,CUST003310,Savings,Active,7353.61,2021-08-16,BR0089
ACC0001445,CUST002715,Chequing,Dormant,14822.17,2018-10-07,BR0060
ACC0001446,CUST003531,Chequing,Active,3898.49,2018-06-10,BR0096
ACC0001447,CUST001069,Savings,Active,4811.43,2023-09-18,BR0041
ACC0001448,CUST000013,Savings,Active,10742.54,2021-01-12,BR0001
ACC0001449,CUST002713,Line of Credit,Active,12251.84,2021-01-25,BR0065
ACC0001450,CUST003997,Savings,Active,8883.69,2024-01-03,BR0039
ACC0001451,CUST001481,Line of Credit,Active,12076.23,2024-02-16,BR0018
ACC0001452,CUST001703,Line of Credit,Active,3754.35,2018-12-14,BR0066
ACC0001453,CUST001963,Savings,Active,11435.15,2020-12-08,BR0095
ACC0001454,CUST001731,Savings,Active,9975.33,2020-01-07,BR0011
ACC0001455,CUST004165,Line of Credit,Active,3114.67,2026-05-04,BR0096
ACC0001456,CUST003288,Chequing,Active,5296.62,2023-01-18,BR0004
ACC0001457,CUST004948,Savings,Active,1285.96,2020-09-10,BR0023
ACC0001458,CUST001677,Line of Credit,Active,7038.32,2025-09-15,BR0009
ACC0001459,CUST000647,Chequing,Active,11318.46,2024-06-23,BR0054
ACC0001460,CUST003018,Line of Credit,Active,4655.69,2024-11-15,BR0069
ACC0001461,CUST003609,Line of Credit,Active,3367.99,2024-03-27,BR0036
ACC0001462,CUST004166,Line of Credit,Active,3210.45,2019-12-14,BR0044
ACC0001463,CUST003909,Chequing,Active,6411.21,2018-05-04,BR0052
ACC0001464,CUST001919,Line of Credit,Active,8838.27,2019-07-30,BR0002
ACC0001465,CUST001602,Savings,Active,14996.16,2018-11-02,BR0045
ACC0001466,CUST001369,Line of Credit,Active,1196.24,2025-10-19,BR0077
ACC0001467,CUST003300,Savings,Active,13984.74,2021-03-12,BR0061
ACC0001468,CUST001233,Savings,Active,7263.54,2020-06-25,BR0091
ACC0001469,CUST001675,Chequing,Active,11018.32,2021-01-24,BR0084
ACC0001470,CUST003425,Line of Credit,Active,9645.54,2025-02-27,BR0032
ACC0001471,CUST000769,Line of Credit,Active,6650.05,2023-08-20,BR0030
ACC0001472,CUST003126,Savings,Active,6499.64,2019-08-13,BR0036
ACC0001473,CUST001261,Savings,Active,8126.82,2023-10-05,BR0072
ACC0001474,CUST000642,Savings,Active,5551.51,2023-01-02,BR0046
ACC0001475,CUST001860,Savings,Active,5828.62,2025-03-03,BR0033
ACC0001476,CUST000890,Line of Credit,Active,9086.87,2025-10-13,BR0012
ACC0001477,CUST001956,Savings,Active,3889.21,2024-04-29,BR0047
ACC0001478,CUST004386,Savings,Active,11605.78,2021-10-09,BR0064
ACC0001479,CUST000778,Savings,Active,11070.23,2024-06-29,BR0093
ACC0001480,CUST003670,Savings,Active,4827.09,2025-11-02,BR0075
ACC0001481,CUST002602,Line of Credit,Active,9138.4,2021-10-21,BR0065
ACC0001482,CUST002741,Line of Credit,Active,8482.97,2026-02-14,BR0053
ACC0001483,CUST003081,Savings,Dormant,4514.39,2024-05-12,BR0035
ACC0001484,CUST002218,Savings,Active,9523.16,2020-09-10,BR0042
ACC0001485,CUST002166,Chequing,Active,14549.65,2020-01-22,BR0071
ACC0001486,CUST003488,Chequing,Active,11827.56,2020-11-30,BR0065
ACC0001487,CUST002107,Line of Credit,Active,2410.41,2024-03-28,BR0068
ACC0001488,CUST004624,Chequing,Active,8652.88,2018-08-28,BR0039
ACC0001489,CUST001285,Line of Credit,Active,10777.73,2020-08-14,BR0009
ACC0001490,CUST000714,Chequing,Active,4327.99,2019-05-12,BR0054
ACC0001491,CUST001297,Line of Credit,Active,11607.0,2023-12-20,BR0070
ACC0001492,CUST001245,Line of Credit,Active,4015.29,2021-05-21,BR0063
ACC0001493,CUST004426,Line of Credit,Active,5516.48,2020-10-31,BR0026
ACC0001494,CUST001016,Chequing,Active,4118.02,2026-04-01,BR0030
ACC0001495,CUST002849,Savings,Active,3687.33,2023-08-30,BR0075
ACC0001496,CUST002806,Chequing,Closed,8119.33,2019-02-10,BR0025
ACC0001497,CUST004801,Savings,Active,2570.84,2020-09-02,BR0052
ACC0001498,CUST001856,Chequing,Dormant,5707.04,2026-02-03,BR0060
ACC0001499,CUST002379,Chequing,Active,8121.71,2020-10-13,BR0065
ACC0001500,CUST004295,Savings,Active,4155.77,2025-04-07,BR0093
ACC0001501,CUST004328,Chequing,Active,12727.56,2023-02-14,BR0053
ACC0001502,CUST001652,Chequing,Active,5988.69,2018-10-05,BR0007
ACC0001503,CUST002020,Savings,Active,15833.11,2023-05-12,BR0050
ACC0001504,CUST003792,Chequing,Closed,2364.22,2019-01-06,BR0063
ACC0001505,CUST003096,Line of Credit,Active,8306.65,2021-09-27,BR0061
ACC0001506,CUST000282,Savings,Active,7369.73,2024-03-13,BR0069
ACC0001507,CUST001701,Savings,Active,5149.08,2024-04-11,BR0099
ACC0001508,CUST000112,Savings,Active,6674.0,2026-01-21,BR0032
ACC0001509,CUST002595,Line of Credit,Dormant,9022.22,2022-02-27,BR0035
ACC0001510,CUST000631,Savings,Active,10002.45,2024-04-27,BR0007
ACC0001511,CUST000065,Savings,Active,6109.16,2024-09-27,BR0022
ACC0001512,CUST000844,Line of Credit,Active,8368.56,2026-03-08,BR0028
ACC0001513,CUST001181,Savings,Active,3876.78,2026-03-27,BR0011
ACC0001514,CUST002041,Line of Credit,Active,10112.05,2020-02-11,BR0088
ACC0001515,CUST003345,Chequing,Active,14116.61,2018-08-16,BR0049
ACC0001516,CUST003352,Chequing,Active,10550.51,2024-03-20,BR0016
ACC0001517,CUST004680,Chequing,Active,4123.69,2024-05-25,BR0052
ACC0001518,CUST003444,Savings,Active,3475.73,2022-07-16,BR0029
ACC0001519,CUST004435,Chequing,Active,21310.45,2024-01-26,BR0096
ACC0001520,CUST002633,Savings,Active,13600.01,2018-06-23,BR0080
ACC0001521,CUST004160,Savings,Active,10023.1,2018-04-19,BR0031
ACC0001522,CUST002451,Savings,Active,14633.95,2019-06-01,BR0031
ACC0001523,CUST000801,Line of Credit,Active,6543.88,2022-07-26,BR0100
ACC0001524,CUST001130,Chequing,Closed,9919.29,2018-08-14,BR0033
ACC0001525,CUST003727,Line of Credit,Active,12653.0,2019-08-06,BR0074
ACC0001526,CUST001618,Line of Credit,Active,5549.85,2024-01-08,BR0071
ACC0001527,CUST001688,Line of Credit,Active,8649.24,2023-08-27,BR0072
ACC0001528,CUST003023,Line of Credit,Active,11877.91,2021-04-19,BR0094
ACC0001529,CUST001267,Line of Credit,Active,3312.26,2022-03-14,BR0079
ACC0001530,CUST002064,Chequing,Active,5211.34,2023-05-14,BR0095
ACC0001531,CUST002816,Line of Credit,Active,11729.51,2025-01-19,BR0073
ACC0001532,CUST003970,Line of Credit,Active,7487.83,2023-02-07,BR0072
ACC0001533,CUST000809,Line of Credit,Active,6913.34,2026-04-13,BR0020
ACC0001534,CUST004834,Chequing,Active,6433.33,2025-06-30,BR0069
ACC0001535,CUST000689,Savings,Active,12412.1,2019-02-21,BR0018
ACC0001536,CUST004651,Savings,Active,3558.29,2020-05-29,BR0027
ACC0001537,CUST000542,Line of Credit,Active,4992.45,2025-12-29,BR0063
ACC0001538,CUST000207,Savings,Active,2554.99,2020-11-28,BR0032
ACC0001539,CUST004059,Savings,Active,5444.37,2024-02-21,BR0074
ACC0001540,CUST004116,Savings,Active,7273.33,2025-12-12,BR0076
ACC0001541,CUST003233,Chequing,Active,1633.05,2023-03-06,BR0032
ACC0001542,CUST001474,Chequing,Active,3916.51,2024-03-04,BR0021
ACC0001543,CUST002988,Savings,Active,7481.14,2020-04-24,BR0016
ACC0001544,CUST002048,Savings,Active,8570.89,2018-06-11,BR0063
ACC0001545,CUST003868,Savings,Active,16465.32,2025-04-14,BR0013
ACC0001546,CUST002595,Chequing,Active,9310.96,2023-08-11,BR0053
ACC0001547,CUST003226,Savings,Active,5965.98,2018-08-25,BR0095
ACC0001548,CUST001938,Chequing,Active,7158.34,2019-09-07,BR0098
ACC0001549,CUST000663,Chequing,Active,7304.09,2023-07-08,BR0030
ACC0001550,CUST002326,Line of Credit,Active,4997.53,2018-12-23,BR0010
ACC0001551,CUST004275,Line of Credit,Active,7669.49,2022-01-13,BR0015
ACC0001552,CUST001355,Savings,Active,4845.82,2018-09-23,BR0019
ACC0001553,CUST004905,Line of Credit,Active,7893.89,2020-09-23,BR0076
ACC0001554,CUST002698,Line of Credit,Dormant,6429.36,2025-10-24,BR0035
ACC0001555,CUST003981,Line of Credit,Active,5804.78,2020-12-31,BR0076
ACC0001556,CUST002032,Chequing,Active,5907.08,2025-10-08,BR0065
ACC0001557,CUST001081,Line of Credit,Active,10191.84,2025-03-24,BR0067
ACC0001558,CUST004573,Line of Credit,Active,9645.82,2021-10-05,BR0075
ACC0001559,CUST002653,Line of Credit,Active,5623.05,2023-05-24,BR0064
ACC0001560,CUST001006,Chequing,Dormant,9970.82,2021-11-14,BR0084
ACC0001561,CUST004237,Savings,Active,6353.98,2019-03-31,BR0025
ACC0001562,CUST003377,Line of Credit,Active,6413.19,2020-08-12,BR0009
ACC0001563,CUST000667,Savings,Active,5000.28,2025-07-18,BR0001
ACC0001564,CUST002606,Chequing,Active,15513.73,2025-07-02,BR0043
ACC0001565,CUST003388,Chequing,Active,14615.76,2020-02-22,BR0095
ACC0001566,CUST001702,Chequing,Active,4347.55,2023-11-08,BR0036
ACC0001567,CUST001200,Line of Credit,Active,5420.07,2019-04-05,BR0078
ACC0001568,CUST001351,Savings,Active,8248.07,2021-01-10,BR0050
ACC0001569,CUST004973,Savings,Active,9129.79,2025-10-28,BR0032
ACC0001570,CUST000104,Chequing,Active,3359.19,2022-08-13,BR0003
ACC0001571,CUST003691,Line of Credit,Active,3749.63,2026-01-21,BR0080
ACC0001572,CUST003058,Savings,Active,487.74,2020-11-15,BR0058
ACC0001573,CUST000939,Savings,Active,9146.21,2019-03-02,BR0089
ACC0001574,CUST003548,Line of Credit,Active,2395.21,2021-05-30,BR0009
ACC0001575,CUST002631,Line of Credit,Active,4371.79,2024-12-08,BR0008
ACC0001576,CUST002312,Savings,Active,10831.03,2023-02-05,BR0052
ACC0001577,CUST001056,Savings,Active,10551.8,2024-01-07,BR0087
ACC0001578,CUST004968,Savings,Active,15044.3,2021-09-16,BR0052
ACC0001579,CUST004649,Chequing,Active,17840.75,2021-07-15,BR0100
ACC0001580,CUST002461,Line of Credit,Active,26120.63,2022-05-29,BR0089
ACC0001581,CUST003783,Savings,Active,5322.66,2021-04-23,BR0023
ACC0001582,CUST002539,Line of Credit,Active,4561.56,2021-09-27,BR0026
ACC0001583,CUST000876,Line of Credit,Dormant,8432.06,2023-09-21,BR0035
ACC0001584,CUST001655,Chequing,Active,2599.21,2020-02-09,BR0012
ACC0001585,CUST001546,Chequing,Active,5738.69,2025-03-15,BR0056
ACC0001586,CUST000187,Savings,Active,7261.6,2022-01-30,BR0044
ACC0001587,CUST000246,Savings,Active,8801.21,2026-01-30,BR0028
ACC0001588,CUST003334,Line of Credit,Active,9349.02,2021-11-10,BR0076
ACC0001589,CUST003687,Chequing,Active,5630.82,2018-10-15,BR0060
ACC0001590,CUST001532,Chequing,Active,2883.26,2024-12-25,BR0014
ACC0001591,CUST000303,Savings,Active,3328.22,2022-02-27,BR0099
ACC0001592,CUST002508,Chequing,Dormant,1475.8,2020-11-26,BR0024
ACC0001593,CUST002646,Chequing,Active,4666.66,2018-10-08,BR0077
ACC0001594,CUST003446,Savings,Active,2555.77,2025-06-15,BR0052
