card_id,customer_id,account_id,card_type,card_status,credit_limit,issue_date
CARD0000329,CUST003493,ACC0007531,Travel Rewards,Active,15000.0,2021-10-14
CARD0000330,CUST001599,ACC0007979,Visa Infinite,Active,20000.0,2024-10-14
CARD0000331,CUST002862,ACC0007945,Cash Back,Active,1000.0,2024-04-10
CARD0000332,CUST003610,ACC0001194,Travel Rewards,Active,5000.0,2022-04-29
CARD0000333,CUST000651,ACC0006358,Visa Infinite,Active,5000.0,2025-11-03
CARD0000334,CUST003302,ACC0004114,Visa Classic,Active,10000.0,2022-12-08
CARD0000335,CUST000655,ACC0005741,Visa Infinite,Active,1000.0,2021-11-08
CARD0000336,CUST001850,ACC0001841,Visa Infinite,Active,1000.0,2022-11-07
CARD0000337,CUST002066,ACC0002535,Visa Infinite,Active,5000.0,2022-01-03
CARD0000338,CUST000544,ACC0001863,Cash Back,Active,10000.0,2024-02-24
CARD0000339,CUST000409,ACC0005837,Cash Back,Active,15000.0,2022-04-18
CARD0000340,CUST000449,ACC0007774,Visa Infinite,Active,5000.0,2024-10-02
CARD0000341,CUST003148,ACC0006700,Travel Rewards,Active,2500.0,2024-01-15
CARD0000342,CUST001173,ACC0003046,Travel Rewards,Active,1000.0,2024-04-02
CARD0000343,CUST003957,ACC0002629,Travel Rewards,Active,7500.0,2024-07-23
CARD0000344,CUST002983,ACC0004229,Cash Back,Active,10000.0,2024-04-29
CARD0000345,CUST002818,ACC0006061,Visa Infinite,Active,7500.0,2022-01-31
CARD0000346,CUST001916,ACC0004230,Travel Rewards,Active,2500.0,2023-05-09
CARD0000347,CUST000319,ACC0001282,Visa Classic,Active,15000.0,2023-05-13
CARD0000348,CUST001157,ACC0007741,Cash Back,Active,15000.0,2025-11-20
CARD0000349,CUST000777,ACC0007289,Visa Infinite,Active,2500.0,2023-03-23
CARD0000350,CUST003709,ACC0005503,Cash Back,Active,5000.0,2023-01-12
CARD0000351,CUST003524,ACC0004221,Visa Classic,Active,5000.0,2025-02-06
CARD0000352,CUST002345,ACC0004546,Travel Rewards,Active,20000.0,2025-02-17
CARD0000353,CUST000229,ACC0007699,Visa Infinite,Active,7500.0,2023-05-14
CARD0000354,CUST002617,ACC0000744,Cash Back,Active,20000.0,2025-03-26
CARD0000355,CUST003673,ACC0005529,Visa Infinite,Active,7500.0,2026-05-22
CARD0000356,CUST002843,ACC0002234,Cash Back,Active,20000.0,2023-05-01
CARD0000357,CUST004492,ACC0004505,Visa Classic,Active,5000.0,2022-05-09
CARD0000358,CUST004040,ACC0006247,Visa Infinite,Active,5000.0,2025-08-22
CARD0000359,CUST002861,ACC0006097,Visa Classic,Active,10000.0,2022-05-16
CARD0000360,CUST003875,ACC0007771,Travel Rewards,Active,10000.0,2023-02-20
CARD0000361,CUST000808,ACC0005278,Visa Classic,Active,7500.0,2022-06-28
CARD0000362,CUST002769,ACC0003616,Travel Rewards,Active,7500.0,2025-04-28
CARD0000363,CUST003175,ACC0004790,Travel Rewards,Active,2500.0,2024-07-05
CARD0000364,CUST002940,ACC0007497,Visa Classic,Active,15000.0,2024-03-21
CARD0000365,CUST001375,ACC0002698,Travel Rewards,Active,15000.0,2026-05-20
CARD0000366,CUST001285,ACC0001702,Travel Rewards,Active,15000.0,2023-02-22
CARD0000367,CUST002435,ACC0000997,Visa Infinite,Active,2500.0,2025-08-30
CARD0000368,CUST000680,ACC0004039,Visa Classic,Active,15000.0,2023-10-10
CARD0000369,CUST001283,ACC0004658,Cash Back,Active,15000.0,2023-12-11
CARD0000370,CUST003034,ACC0007907,Travel Rewards,Active,20000.0,2025-06-14
CARD0000371,CUST002996,ACC0004718,Visa Classic,Active,1000.0,2025-10-20
CARD0000372,CUST000832,ACC0004716,Visa Infinite,Active,2500.0,2021-10-11
CARD0000373,CUST001664,ACC0003483,Cash Back,Active,7500.0,2023-09-07
CARD0000374,CUST000473,ACC0006370,Travel Rewards,Active,15000.0,2021-11-19
CARD0000375,CUST003887,ACC0005894,Travel Rewards,Active,10000.0,2024-12-06
CARD0000376,CUST000739,ACC0005147,Cash Back,Active,1000.0,2021-09-14
CARD0000377,CUST000797,ACC0001085,Cash Back,Active,2500.0,2023-04-19
CARD0000378,CUST000268,ACC0002267,Visa Classic,Active,7500.0,2024-12-30
CARD0000379,CUST000660,ACC0001923,Travel Rewards,Active,20000.0,2025-08-25
CARD0000380,CUST002303,ACC0007224,Visa Classic,Active,5000.0,2024-08-01
CARD0000381,CUST000294,ACC0001047,Cash Back,Active,15000.0,2025-04-03
CARD0000382,CUST000172,ACC0001347,Visa Infinite,Active,15000.0,2024-01-19
CARD0000383,CUST000671,ACC0005923,Visa Infinite,Active,2500.0,2022-11-05
CARD0000384,CUST004593,ACC0001177,Visa Classic,Active,2500.0,2026-05-14
CARD0000385,CUST003544,ACC0006283,Visa Infinite,Active,1000.0,2026-02-23
CARD0000386,CUST000219,ACC0007037,Cash Back,Active,15000.0,2022-06-19
CARD0000387,CUST003681,ACC0006084,Cash Back,Active,20000.0,2025-02-05
CARD0000388,CUST000937,ACC0005915,Visa Infinite,Active,15000.0,2025-08-24
CARD0000389,CUST002815,ACC0004839,Visa Infinite,Active,1000.0,2024-01-14
CARD0000390,CUST004849,ACC0001422,Visa Infinite,Active,15000.0,2026-04-24
CARD0000391,CUST003986,ACC0006076,Cash Back,Active,20000.0,2025-07-26
CARD0000392,CUST000665,ACC0004150,Visa Infinite,Active,15000.0,2025-12-11
CARD0000393,CUST003654,ACC0005776,Visa Infinite,Active,7500.0,2022-06-12
CARD0000394,CUST004219,ACC0000909,Visa Classic,Active,7500.0,2022-05-08
CARD0000395,CUST003076,ACC0002914,Visa Infinite,Active,15000.0,2022-10-15
CARD0000396,CUST002217,ACC0006852,Visa Classic,Active,10000.0,2022-04-18
CARD0000397,CUST002983,ACC0001973,Visa Infinite,Active,10000.0,2026-01-31
CARD0000398,CUST000227,ACC0006528,Visa Infinite,Closed,7500.0,2022-12-03
CARD0000399,CUST004912,ACC0007919,Cash Back,Active,15000.0,2023-12-27
CARD0000400,CUST003233,ACC0003734,Visa Infinite,Active,20000.0,2023-12-11
CARD0000401,CUST000361,ACC0000394,Visa Infinite,Blocked,15000.0,2021-10-14
CARD0000402,CUST000841,ACC0000684,Visa Infinite,Active,10000.0,2025-07-12
CARD0000403,CUST001801,ACC0000231,Visa Infinite,Active,10000.0,2025-10-10
CARD0000404,CUST002699,ACC0007948,Visa Infinite,Active,15000.0,2023-04-28
CARD0000405,CUST002188,ACC0001431,Visa Classic,Active,5000.0,2025-11-06
CARD0000406,CUST004221,ACC0000677,Visa Classic,Active,15000.0,2025-06-11
CARD0000407,CUST003546,ACC0006464,Visa Classic,Active,2500.0,2024-05-08
CARD0000408,CUST000509,ACC0002139,Cash Back,Active,7500.0,2025-08-10
CARD0000409,CUST000611,ACC0006927,Visa Classic,Active,2500.0,2024-10-03
CARD0000410,CUST003449,ACC0000034,Travel Rewards,Active,10000.0,2025-09-03
CARD0000411,CUST004076,ACC0002808,Travel Rewards,Active,20000.0,2023-05-24
CARD0000412,CUST003198,ACC0000958,Travel Rewards,Active,1000.0,2022-02-28
CARD0000413,CUST004797,ACC0007872,Cash Back,Active,15000.0,2022-06-06
CARD0000414,CUST003437,ACC0006343,Visa Classic,Active,1000.0,2022-08-27
CARD0000415,CUST004040,ACC0001633,Travel Rewards,Active,15000.0,2024-07-09
CARD0000416,CUST001354,ACC0007418,Cash Back,Active,20000.0,2023-02-04
CARD0000417,CUST002180,ACC0004263,Cash Back,Active,7500.0,2023-10-01
CARD0000418,CUST001712,ACC0002224,Cash Back,Active,5000.0,2024-08-02
CARD0000419,CUST003824,ACC0003379,Travel Rewards,Active,20000.0,2025-07-30
CARD0000420,CUST000982,ACC0007160,Travel Rewards,Active,15000.0,2023-07-02
CARD0000421,CUST003731,ACC0000062,Travel Rewards,Active,1000.0,2025-07-08
CARD0000422,CUST003620,ACC0004571,Visa Classic,Active,1000.0,2025-02-01
CARD0000423,CUST000233,ACC0001808,Visa Infinite,Active,7500.0,2023-03-11
CARD0000424,CUST000547,ACC0001278,Visa Classic,Active,20000.0,2023-09-15
CARD0000425,CUST002767,ACC0007535,Visa Classic,Active,1000.0,2022-05-11
CARD0000426,CUST002873,ACC0003516,Visa Infinite,Active,1000.0,2024-08-02
CARD0000427,CUST003552,ACC0000333,Travel Rewards,Active,15000.0,2025-08-09
CARD0000428,CUST004040,ACC0006073,Cash Back,Active,1000.0,2021-09-11
CARD0000429,CUST000965,ACC0002376,Visa Infinite,Active,20000.0,2023-09-14
CARD0000430,CUST003149,ACC0007172,Visa Classic,Active,2500.0,2025-10-26
CARD0000431,CUST003557,ACC0001262,Travel Rewards,Active,5000.0,2025-07-11
CARD0000432,CUST004767,ACC0005608,Cash Back,Active,2500.0,2022-04-22
CARD0000433,CUST002359,ACC0005304,Visa Classic,Active,7500.0,2026-04-23
CARD0000434,CUST001905,ACC0005628,Visa Infinite,Active,20000.0,2024-08-01
CARD0000435,CUST002346,ACC0000737,Travel Rewards,Active,1000.0,2021-07-20
CARD0000436,CUST001854,ACC0006416,Visa Classic,Active,10000.0,2022-03-02
CARD0000437,CUST004431,ACC0006089,Cash Back,Active,2500.0,2022-02-02
CARD0000438,CUST003191,ACC0002898,Travel Rewards,Active,10000.0,2026-01-13
CARD0000439,CUST003590,ACC0003245,Travel Rewards,Active,15000.0,2024-04-22
CARD0000440,CUST002905,ACC0005365,Visa Classic,Active,20000.0,2022-01-16
CARD0000441,CUST000612,ACC0003289,Cash Back,Active,15000.0,2024-11-20
CARD0000442,CUST003492,ACC0006460,Travel Rewards,Active,5000.0,2022-07-12
CARD0000443,CUST002370,ACC0007285,Visa Classic,Active,7500.0,2023-10-02
CARD0000444,CUST001302,ACC0006450,Visa Infinite,Active,5000.0,2024-10-03
CARD0000445,CUST004923,ACC0003300,Visa Infinite,Active,7500.0,2021-10-13
CARD0000446,CUST000904,ACC0002474,Visa Infinite,Active,5000.0,2025-02-10
CARD0000447,CUST002297,ACC0002307,Visa Infinite,Active,7500.0,2025-05-14
CARD0000448,CUST002345,ACC0001375,Cash Back,Active,5000.0,2025-09-15
CARD0000449,CUST003847,ACC0006172,Cash Back,Active,5000.0,2024-03-13
CARD0000450,CUST002151,ACC0007742,Visa Infinite,Active,5000.0,2022-07-16
CARD0000451,CUST001779,ACC0007894,Visa Infinite,Active,20000.0,2021-10-07
CARD0000452,CUST004019,ACC0002599,Visa Infinite,Active,10000.0,2023-01-31
CARD0000453,CUST002227,ACC0003430,Cash Back,Active,15000.0,2025-08-26
CARD0000454,CUST002696,ACC0002604,Visa Classic,Active,2500.0,2022-06-08
CARD0000455,CUST000316,ACC0003878,Visa Infinite,Blocked,5000.0,2025-04-25
CARD0000456,CUST004469,ACC0007864,Cash Back,Active,10000.0,2025-11-06
CARD0000457,CUST003774,ACC0006576,Travel Rewards,Active,2500.0,2023-06-21
CARD0000458,CUST002542,ACC0007118,Cash Back,Active,2500.0,2023-11-22
CARD0000459,CUST001104,ACC0001079,Visa Infinite,Active,10000.0,2024-03-13
CARD0000460,CUST002726,ACC0003521,Travel Rewards,Active,5000.0,2021-09-08
CARD0000461,CUST004115,ACC0001164,Cash Back,Active,1000.0,2026-03-07
CARD0000462,CUST001284,ACC0006578,Cash Back,Active,5000.0,2023-07-23
CARD0000463,CUST002988,ACC0003833,Travel Rewards,Active,1000.0,2023-01-03
CARD0000464,CUST002753,ACC0005442,Visa Classic,Active,7500.0,2026-03-20
CARD0000465,CUST004576,ACC0000080,Visa Infinite,Active,10000.0,2026-05-07
CARD0000466,CUST004412,ACC0002586,Visa Classic,Active,20000.0,2026-03-16
CARD0000467,CUST003091,ACC0006907,Travel Rewards,Active,2500.0,2025-11-20
CARD0000468,CUST002691,ACC0006817,Travel Rewards,Active,1000.0,2023-11-23
CARD0000469,CUST002929,ACC0004510,Cash Back,Active,1000.0,2021-12-26
CARD0000470,CUST002495,ACC0007166,Travel Rewards,Active,2500.0,2022-01-19
CARD0000471,CUST004931,ACC0005926,Visa Classic,Active,5000.0,2025-08-05
CARD0000472,CUST003793,ACC0004596,Visa Infinite,Active,2500.0,2023-12-17
CARD0000473,CUST000229,ACC0001791,Cash Back,Active,1000.0,2021-12-22
CARD0000474,CUST004808,ACC0001787,Travel Rewards,Active,20000.0,2025-01-17
CARD0000475,CUST000104,ACC0001570,Cash Back,Active,10000.0,2023-09-22
CARD0000476,CUST001778,ACC0001738,Cash Back,Active,2500.0,2024-01-29
CARD0000477,CUST003568,ACC0002252,Visa Infinite,Active,1000.0,2026-04-11
CARD0000478,CUST001230,ACC0004889,Cash Back,Active,20000.0,2023-07-16
CARD0000479,CUST000619,ACC0001026,Travel Rewards,Active,1000.0,2024-08-18
CARD0000480,CUST001029,ACC0001955,Travel Rewards,Closed,7500.0,2023-03-25
CARD0000481,CUST003450,ACC0003613,Travel Rewards,Active,15000.0,2025-12-09
CARD0000482,CUST000667,ACC0001563,Visa Classic,Active,2500.0,2022-07-27
CARD0000483,CUST000247,ACC0005778,Cash Back,Active,5000.0,2023-10-01
CARD0000484,CUST001269,ACC0006290,Travel Rewards,Active,5000.0,2024-06-17
CARD0000485,CUST000185,ACC0007467,Cash Back,Active,7500.0,2022-04-22
CARD0000486,CUST001032,ACC0001331,Cash Back,Active,1000.0,2022-10-06
CARD0000487,CUST000302,ACC0006763,Visa Classic,Active,7500.0,2025-03-17
CARD0000488,CUST002153,ACC0007879,Visa Classic,Active,15000.0,2025-04-16
CARD0000489,CUST004396,ACC0005723,Cash Back,Active,1000.0,2022-07-23
CARD0000490,CUST001106,ACC0002021,Visa Infinite,Active,20000.0,2025-01-28
CARD0000491,CUST002147,ACC0000150,Visa Classic,Active,5000.0,2026-05-24
CARD0000492,CUST000126,ACC0005328,Visa Classic,Active,1000.0,2023-05-02
CARD0000493,CUST001972,ACC0005156,Visa Classic,Active,15000.0,2022-10-31
CARD0000494,CUST002674,ACC0007786,Cash Back,Active,1000.0,2022-01-16
CARD0000495,CUST004881,ACC0001733,Travel Rewards,Active,2500.0,2023-09-27
CARD0000496,CUST003768,ACC0000971,Cash Back,Active,20000.0,2024-12-05
CARD0000497,CUST002290,ACC0002339,Cash Back,Active,7500.0,2022-10-01
CARD0000498,CUST003654,ACC0001264,Cash Back,Active,7500.0,2025-11-12
CARD0000499,CUST001280,ACC0000170,Visa Classic,Active,15000.0,2022-09-15
CARD0000500,CUST000550,ACC0004551,Visa Classic,Active,10000.0,2023-06-18
CARD0000501,CUST003352,ACC0001516,Visa Classic,Active,2500.0,2022-01-20
CARD0000502,CUST000005,ACC0002860,Visa Classic,Active,20000.0,2023-08-26
CARD0000503,CUST003670,ACC0001480,Cash Back,Active,10000.0,2023-06-22
CARD0000504,CUST002400,ACC0001616,Visa Infinite,Active,2500.0,2022-09-22
CARD0000505,CUST000072,ACC0002575,Visa Classic,Active,1000.0,2022-03-17
CARD0000506,CUST004484,ACC0005803,Visa Classic,Active,20000.0,2025-07-27
CARD0000507,CUST000009,ACC0004906,Cash Back,Active,10000.0,2024-04-13
CARD0000508,CUST001608,ACC0002580,Cash Back,Active,5000.0,2025-10-09
CARD0000509,CUST001246,ACC0004249,Cash Back,Active,7500.0,2023-04-02
CARD0000510,CUST004292,ACC0003439,Visa Infinite,Active,2500.0,2021-11-23
CARD0000511,CUST001267,ACC0000234,Visa Classic,Closed,15000.0,2021-09-26
CARD0000512,CUST000057,ACC0000354,Visa Infinite,Active,20000.0,2024-12-28
CARD0000513,CUST004360,ACC0002230,Travel Rewards,Active,5000.0,2025-08-04
CARD0000514,CUST001015,ACC0004634,Visa Infinite,Active,10000.0,2023-05-06
CARD0000515,CUST004168,ACC0004514,Visa Classic,Active,1000.0,2025-06-17
CARD0000516,CUST003149,ACC0002878,Visa Classic,Active,20000.0,2025-10-29
CARD0000517,CUST002461,ACC0005811,Travel Rewards,Active,1000.0,2021-10-01
CARD0000518,CUST000573,ACC0002848,Visa Classic,Active,10000.0,2024-03-29
CARD0000519,CUST003985,ACC0003275,Travel Rewards,Active,5000.0,2025-02-27
CARD0000520,CUST001224,ACC0003827,Cash Back,Active,7500.0,2024-05-16
CARD0000521,CUST003861,ACC0004921,Travel Rewards,Active,5000.0,2025-03-23
CARD0000522,CUST003530,ACC0001222,Visa Classic,Active,2500.0,2024-04-02
CARD0000523,CUST004913,ACC0004690,Visa Classic,Active,5000.0,2022-06-14
CARD0000524,CUST001210,ACC0000510,Visa Infinite,Active,2500.0,2022-08-03
CARD0000525,CUST003223,ACC0000998,Visa Classic,Active,2500.0,2022-12-28
CARD0000526,CUST002738,ACC0005565,Visa Infinite,Active,2500.0,2024-02-28
CARD0000527,CUST000737,ACC0004512,Visa Classic,Active,5000.0,2022-05-13
CARD0000528,CUST002576,ACC0007101,Visa Classic,Active,20000.0,2025-03-26
CARD0000529,CUST003628,ACC0006926,Visa Infinite,Active,2500.0,2021-11-06
CARD0000530,CUST004627,ACC0004687,Cash Back,Active,5000.0,2023-02-19
CARD0000531,CUST003427,ACC0006791,Travel Rewards,Active,7500.0,2024-02-13
CARD0000532,CUST003582,ACC0007252,Visa Infinite,Closed,15000.0,2024-10-20
CARD0000533,CUST001349,ACC0005307,Travel Rewards,Active,10000.0,2022-02-16
CARD0000534,CUST002552,ACC0000539,Visa Classic,Active,2500.0,2023-09-20
CARD0000535,CUST003060,ACC0007875,Travel Rewards,Active,5000.0,2024-09-04
CARD0000536,CUST001720,ACC0003871,Travel Rewards,Active,2500.0,2023-08-21
CARD0000537,CUST002515,ACC0005455,Visa Classic,Active,1000.0,2022-08-31
CARD0000538,CUST001144,ACC0003947,Visa Infinite,Active,7500.0,2023-01-08
CARD0000539,CUST000785,ACC0007374,Visa Classic,Active,20000.0,2022-05-13
CARD0000540,CUST002323,ACC0001840,Cash Back,Active,1000.0,2025-09-29
CARD0000541,CUST000113,ACC0001704,Cash Back,Active,10000.0,2022-03-02
CARD0000542,CUST002487,ACC0006873,Visa Classic,Active,5000.0,2025-10-07
CARD0000543,CUST003482,ACC0004739,Visa Classic,Active,20000.0,2022-08-22
CARD0000544,CUST001676,ACC0006675,Visa Infinite,Active,7500.0,2022-09-05
CARD0000545,CUST002642,ACC0007951,Visa Classic,Active,7500.0,2025-11-11
CARD0000546,CUST001966,ACC0002654,Visa Infinite,Active,1000.0,2025-06-08
CARD0000547,CUST001773,ACC0004951,Visa Infinite,Active,15000.0,2022-06-14
CARD0000548,CUST001207,ACC0003423,Cash Back,Active,7500.0,2024-09-14
CARD0000549,CUST001095,ACC0002971,Travel Rewards,Active,15000.0,2025-04-08
CARD0000550,CUST001313,ACC0004185,Visa Infinite,Active,10000.0,2024-09-26
CARD0000551,CUST002389,ACC0006305,Cash Back,Active,2500.0,2023-10-21
CARD0000552,CUST003915,ACC0002023,Visa Infinite,Active,15000.0,2021-08-04
CARD0000553,CUST002163,ACC0007609,Visa Infinite,Active,1000.0,2021-11-18
CARD0000554,CUST000360,ACC0005770,Cash Back,Active,5000.0,2025-10-29
CARD0000555,CUST004381,ACC0001006,Travel Rewards,Active,20000.0,2022-11-05
CARD0000556,CUST004911,ACC0006077,Visa Infinite,Active,15000.0,2021-11-28
CARD0000557,CUST003125,ACC0001321,Visa Infinite,Active,20000.0,2024-10-06
CARD0000558,CUST004034,ACC0005762,Travel Rewards,Active,2500.0,2025-04-29
CARD0000559,CUST003794,ACC0005892,Visa Classic,Active,20000.0,2025-06-22
CARD0000560,CUST002062,ACC0002756,Visa Infinite,Active,20000.0,2024-04-24
CARD0000561,CUST001795,ACC0007459,Cash Back,Active,2500.0,2023-10-07
CARD0000562,CUST003425,ACC0000409,Cash Back,Active,7500.0,2022-11-25
CARD0000563,CUST000484,ACC0001198,Visa Infinite,Active,10000.0,2023-06-23
CARD0000564,CUST000507,ACC0007871,Travel Rewards,Active,2500.0,2024-09-23
CARD0000565,CUST001308,ACC0007711,Cash Back,Active,5000.0,2022-06-16
CARD0000566,CUST004664,ACC0007881,Travel Rewards,Active,5000.0,2025-11-07
CARD0000567,CUST001213,ACC0001324,Travel Rewards,Active,5000.0,2023-12-30
CARD0000568,CUST004558,ACC0001057,Visa Classic,Active,1000.0,2022-06-06
CARD0000569,CUST000590,ACC0004670,Visa Classic,Active,15000.0,2023-10-27
CARD0000570,CUST002980,ACC0003800,Cash Back,Active,2500.0,2023-04-12
CARD0000571,CUST000995,ACC0003013,Visa Classic,Active,20000.0,2021-12-23
CARD0000572,CUST003982,ACC0001671,Visa Infinite,Active,5000.0,2025-10-07
CARD0000573,CUST003817,ACC0000941,Visa Classic,Active,2500.0,2025-08-10
CARD0000574,CUST000107,ACC0003306,Visa Infinite,Active,5000.0,2021-10-17
CARD0000575,CUST000084,ACC0007174,Visa Infinite,Active,2500.0,2021-08-05
CARD0000576,CUST003982,ACC0005492,Cash Back,Active,15000.0,2024-11-25
CARD0000577,CUST004404,ACC0002777,Travel Rewards,Active,1000.0,2024-11-07
CARD0000578,CUST000522,ACC0000577,Travel Rewards,Active,20000.0,2021-08-05
CARD0000579,CUST004685,ACC0003419,Visa Infinite,Blocked,7500.0,2026-01-02
CARD0000580,CUST002811,ACC0001742,Visa Classic,Active,20000.0,2023-12-12
CARD0000581,CUST002015,ACC0001670,Visa Classic,Active,20000.0,2021-08-20
CARD0000582,CUST003962,ACC0005357,Travel Rewards,Closed,7500.0,2026-02-10
CARD0000583,CUST001169,ACC0002923,Visa Classic,Active,10000.0,2023-07-18
CARD0000584,CUST003613,ACC0005047,Travel Rewards,Active,10000.0,2024-07-02
CARD0000585,CUST002230,ACC0000178,Cash Back,Active,10000.0,2021-07-24
CARD0000586,CUST004049,ACC0007221,Cash Back,Active,15000.0,2023-09-29
CARD0000587,CUST003016,ACC0001818,Visa Classic,Active,7500.0,2025-11-13
CARD0000588,CUST002101,ACC0006621,Visa Classic,Active,2500.0,2024-05-21
CARD0000589,CUST000208,ACC0001729,Visa Infinite,Active,1000.0,2023-11-02
CARD0000590,CUST000225,ACC0005924,Cash Back,Active,5000.0,2025-01-31
CARD0000591,CUST002261,ACC0005547,Cash Back,Active,1000.0,2024-12-07
CARD0000592,CUST001500,ACC0003935,Visa Infinite,Blocked,1000.0,2021-09-03
CARD0000593,CUST002827,ACC0000329,Travel Rewards,Active,15000.0,2025-01-19
CARD0000594,CUST001784,ACC0002555,Visa Infinite,Active,20000.0,2024-09-28
CARD0000595,CUST001114,ACC0002125,Visa Infinite,Active,5000.0,2026-05-07
CARD0000596,CUST001904,ACC0005783,Cash Back,Active,7500.0,2025-12-11
CARD0000597,CUST004729,ACC0006386,Travel Rewards,Active,10000.0,2022-09-18
CARD0000598,CUST004646,ACC0007342,Visa Classic,Active,7500.0,2023-11-02
CARD0000599,CUST003721,ACC0002893,Visa Classic,Active,5000.0,2024-11-26
CARD0000600,CUST001366,ACC0006063,Travel Rewards,Active,1000.0,2021-08-17
CARD0000601,CUST003328,ACC0004418,Travel Rewards,Active,2500.0,2024-02-16
CARD0000602,CUST002475,ACC0003258,Visa Infinite,Active,7500.0,2023-01-15
CARD0000603,CUST000315,ACC0005665,Cash Back,Active,2500.0,2022-08-15
CARD0000604,CUST000051,ACC0004002,Cash Back,Active,5000.0,2023-12-06
CARD0000605,CUST003667,ACC0007163,Visa Infinite,Active,20000.0,2026-03-24
CARD0000606,CUST004483,ACC0001298,Cash Back,Active,10000.0,2025-10-28
CARD0000607,CUST003159,ACC0004533,Travel Rewards,Active,2500.0,2025-06-04
CARD0000608,CUST001382,ACC0004519,Visa Infinite,Closed,7500.0,2022-08-10
CARD0000609,CUST001753,ACC0005191,Visa Classic,Active,2500.0,2025-11-14
CARD0000610,CUST004544,ACC0006660,Visa Classic,Active,1000.0,2021-10-06
CARD0000611,CUST000555,ACC0007790,Visa Classic,Active,1000.0,2023-04-11
CARD0000612,CUST002001,ACC0007642,Travel Rewards,Active,7500.0,2023-11-11
CARD0000613,CUST002902,ACC0000182,Travel Rewards,Active,10000.0,2025-09-30
CARD0000614,CUST002576,ACC0004297,Visa Infinite,Active,10000.0,2025-08-09
CARD0000615,CUST002731,ACC0004536,Visa Classic,Active,7500.0,2023-02-28
CARD0000616,CUST002013,ACC0007443,Visa Infinite,Active,10000.0,2022-09-02
CARD0000617,CUST002011,ACC0001296,Travel Rewards,Active,1000.0,2025-06-27
CARD0000618,CUST004779,ACC0004961,Visa Classic,Blocked,20000.0,2025-03-01
CARD0000619,CUST003901,ACC0005827,Cash Back,Closed,15000.0,2021-11-26
CARD0000620,CUST004247,ACC0000743,Travel Rewards,Active,15000.0,2022-11-09
CARD0000621,CUST003619,ACC0002209,Travel Rewards,Active,1000.0,2024-06-01
CARD0000622,CUST001890,ACC0006790,Visa Infinite,Active,10000.0,2022-06-10
CARD0000623,CUST001892,ACC0001184,Travel Rewards,Active,20000.0,2023-08-09
CARD0000624,CUST002563,ACC0007988,Visa Classic,Active,15000.0,2023-03-05
CARD0000625,CUST002818,ACC0003397,Visa Infinite,Active,15000.0,2022-03-19
CARD0000626,CUST001980,ACC0003124,Cash Back,Closed,7500.0,2022-05-23
CARD0000627,CUST004855,ACC0000042,Visa Infinite,Active,1000.0,2023-09-16
CARD0000628,CUST003417,ACC0006426,Cash Back,Active,7500.0,2025-01-12
CARD0000629,CUST004726,ACC0004367,Travel Rewards,Active,10000.0,2025-04-30
CARD0000630,CUST003367,ACC0003911,Travel Rewards,Active,2500.0,2024-05-07
CARD0000631,CUST000441,ACC0006858,Cash Back,Closed,15000.0,2022-10-16
CARD0000632,CUST003491,ACC0000218,Travel Rewards,Active,1000.0,2022-12-25
CARD0000633,CUST001162,ACC0000186,Visa Infinite,Active,2500.0,2022-10-01
CARD0000634,CUST001713,ACC0003140,Visa Classic,Active,1000.0,2026-03-17
CARD0000635,CUST002935,ACC0005465,Cash Back,Active,7500.0,2023-03-08
CARD0000636,CUST001831,ACC0003568,Travel Rewards,Closed,5000.0,2024-11-14
CARD0000637,CUST000973,ACC0006986,Visa Classic,Active,7500.0,2023-10-09
CARD0000638,CUST002634,ACC0004439,Visa Classic,Active,15000.0,2022-06-08
CARD0000639,CUST002259,ACC0000713,Travel Rewards,Active,7500.0,2022-04-09
CARD0000640,CUST002001,ACC0001415,Cash Back,Active,5000.0,2025-05-13
CARD0000641,CUST000400,ACC0002803,Cash Back,Active,2500.0,2025-02-04
CARD0000642,CUST004950,ACC0000088,Visa Classic,Active,7500.0,2024-01-14
CARD0000643,CUST003343,ACC0005881,Cash Back,Active,15000.0,2023-03-16
CARD0000644,CUST004327,ACC0006563,Travel Rewards,Active,2500.0,2022-06-19
CARD0000645,CUST002203,ACC0007018,Cash Back,Active,2500.0,2026-03-04
CARD0000646,CUST000058,ACC0006607,Visa Classic,Active,2500.0,2024-02-06
CARD0000647,CUST001404,ACC0001028,Visa Infinite,Active,2500.0,2026-05-12
CARD0000648,CUST000366,ACC0002551,Travel Rewards,Active,7500.0,2023-01-27
CARD0000649,CUST004288,ACC0002113,Cash Back,Closed,20000.0,2024-09-15
CARD0000650,CUST004475,ACC0000258,Visa Infinite,Active,10000.0,2022-11-03
CARD0000651,CUST002949,ACC0007793,Visa Classic,Blocked,20000.0,2024-11-14
CARD0000652,CUST004246,ACC0003247,Visa Infinite,Active,2500.0,2025-02-13
CARD0000653,CUST003868,ACC0007687,Visa Infinite,Active,7500.0,2022-02-14
CARD0000654,CUST004379,ACC0004672,Visa Infinite,Closed,10000.0,2022-07-19
CARD0000655,CUST000417,ACC0003783,Cash Back,Active,5000.0,2021-11-22
CARD0000656,CUST004121,ACC0000707,Visa Infinite,Active,15000.0,2022-09-26
CARD0000657,CUST000970,ACC0002454,Cash Back,Active,1000.0,2025-05-13
CARD0000658,CUST004343,ACC0001657,Travel Rewards,Active,10000.0,2022-11-04
